224130373,1734479480
16499874,138590494
449329158,5338014060
484510420,6233798742
361347024,5312284590
1003840106,6052348408
183463913,4819680444
546102206,4110632084
488552850,1717217604
1113338413,4390909302
551138669,2222043828
278811257,2946013434
1012957053,4958062332
12350491,3475239178
838787436,5097036822
41954547,5380828076
915144119,4883685460
544626311,89520728
264052011,5048380400
330738303,3621966356
878723278,6212356966
167698515,4206167422
758996537,6198050838
696141135,2398009722
648431222,245901534
487827800,4029210476
625835847,1026973588
468583809,181339208
124549924,3550725342
292446697,114725908
573521609,3089453464
40998168,1438888094
428534450,6081457306
732375524,1752975894
591693882,99583894
537244512,1011436638
1002767693,5430570416
942579150,868137056
224445946,963493786
793271522,2510797188
105250126,1467122036
719744845,816924738
821654480,5908900286
986166800,6525099520
925703017,3536746722
326785327,3925300916
182784513,1829703252
690202375,2980721238
434511515,2980721238
980948336,1466375438
574792806,2590400552
965214378,3273768820
416298170,1806511842
1119179556,1500973616
5534334,1500973616
521685360,6599854532
260749611,1804293378
990635955,5101755596
705609245,6003659680
379514903,5671459208
578064439,3995991384
360150819,5444249866
487341847,5425621518
835094027,3543878032
47830136,819487852
136868432,3617177252
637202124,3974933992
1049711510,3974933992
346830124,669466320
979331140,4593938812
50935659,1697595814
524869764,6593015654
744934248,949351942
389427995,4761084540
468333292,4617798947
747492105,4460049683
469608385,1084612281
366176134,4934018187
928375878,4934018187
866994440,1458582039
479368975,531136951
11468779,2825346383
727022711,650099761
272370137,3194196375
707575409,3513296423
508237636,661874425
745439975,2073104861
976157595,5872108949
13548297,5087103363
412692687,3150787603
175894697,2650862093
267149593,2818814477
612860281,776298051
220438304,6101707469
306130893,4897191025
554248345,5349303793
305739641,185270209
432416803,1468823249
395575472,3098463015
413462310,285042945
132337478,6327910185
246611850,4830410973
668188760,6076892209
738569130,1945561851
1053906136,3015315607
29668656,3144567163
1078510842,1315185895
274795812,338907563
409376451,4064300097
204441425,2811623027
890572885,6148781095
686662781,567521465
302510077,3281888279
808062048,2275014235
210742294,5991330895
495521198,5910626257
684957366,5340571999
363702344,3349528883
339254992,3263424247
779510474,6390810807
758555090,283688405
155785400,3395969153
276801372,5365146919
1037514119,3323296261
636964700,1575760599
482876562,2104366693
459189363,2503817949
1020974941,2180486507
739850109,1126998951
116119189,3469441249
124931619,43361659
233153005,3432607375
202138861,2147625203
105374649,2813252255
946265620,6276334086
178448270,6276334086
1003440090,5139985510
791907111,2595511116
414154335,3543693460
1056305378,3147976404
796891243,1675092610
376893110,923760556
469382606,6095430304
984898146,2521759988
699784743,1516376100
791134379,1690990724
1012683417,222665002
531750866,1359834918
637721192,4259580640
25651688,4340885646
23872522,4894844346
571430431,4970237418
747961341,5916674012
721444064,851963678
625427972,164453700
720504252,5263916154
140694656,1349036976
216193954,6308073272
539928466,1856525084
532687231,1905393544
205689819,3557469216
260359819,3350611350
864354071,6567809452
1103684395,45143678
506303389,3350611350
1119210326,5419875974
724891242,2778490498
61763651,316742784
787105593,948825318
